GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,,SeriesFirstDown,,NextScore,Description,TeamWin,,,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsMeasurement,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards
2024122903,12/29/2024,4,2,57,IND,NYG,0,0,35,,1,,0,"9-G.GANO KICKS 65 YARDS FROM NYG 35 TO END ZONE, TOUCHBACK TO THE IND 30.",0,,,2024,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,65,OPP,0,,0,,0
2024122903,12/29/2024,4,2,57,NYG,IND,0,0,15,,1,,0,"9-G.GANO EXTRA POINT IS GOOD, CENTER-59-C.KREITER, HOLDER-6-J.GILLAN.",0,,,2024,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,85,OPP,0,,0,,0
2024122903,12/29/2024,4,3,5,NYG,IND,3,5,5,,1,,0,"(3:05) 2-D.LOCK SCRAMBLES LEFT END FOR 5 YARDS, TOUCHDOWN.",0,,,2024,5,UNDER CENTER,SCRAMBLE,1,0,0,1,,0,0,0,,0,0,0,0,0,0,,95,OPP,0,,0,,0
2024122903,12/29/2024,4,6,38,NYG,IND,0,0,35,,1,,0,"7-M.GAY KICKS 65 YARDS FROM IND 35 TO END ZONE, TOUCHBACK TO THE NYG 30.",0,,,2024,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,65,OPP,0,,0,,0
2024122903,12/29/2024,4,6,38,IND,NYG,0,0,15,,1,,0,"7-M.GAY EXTRA POINT IS GOOD, CENTER-46-L.RHODES, HOLDER-8-R.SANCHEZ.",0,,,2024,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,85,OPP,0,,0,,0
2024122903,12/29/2024,4,6,43,IND,NYG,3,6,7,,1,,0,"(6:43) (SHOTGUN) 15-J.FLACCO PASS SHORT RIGHT TO 11-M.PITTMAN FOR 7 YARDS, TOUCHDOWN. ** INJURY UPDATE: NYG-27-J.PINNOCK HAS RETURNED TO THE GAME.",0,,,2024,7,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,93,OPP,0,,0,,0
2024122903,12/29/2024,4,7,25,IND,NYG,2,10,11,,0,,0,(7:25) (SHOTGUN) 15-J.FLACCO PASS SHORT LEFT TO 28-J.TAYLOR TO NYG 7 FOR 4 YARDS (23-A.JOHNSON; 47-T.SUMMERS).,0,,,2024,4,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,89,OPP,0,,0,,0
2024122903,12/29/2024,4,8,11,IND,NYG,1,10,21,,1,,0,(8:11) (SHOTGUN) 15-J.FLACCO PASS SHORT LEFT TO 1-J.DOWNS PUSHED OB AT NYG 11 FOR 10 YARDS (22-A.PHILLIPS).,0,,,2024,10,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,0,0,0,0,0,,79,OPP,0,,0,,0
2024122903,12/29/2024,4,8,39,IND,NYG,0,0,35,,1,,0,"9-G.GANO KICKS 65 YARDS FROM NYG 35 TO END ZONE, TOUCHBACK TO THE IND 30.",0,,,2024,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,65,OPP,0,,0,,0
2024122903,12/29/2024,4,8,39,NYG,IND,0,0,15,,1,,0,"9-G.GANO EXTRA POINT IS GOOD, CENTER-59-C.KREITER, HOLDER-6-J.GILLAN.",0,,,2024,0,UNDER CENTER,EXTRA POINT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,85,OPP,0,,0,,0
2024122903,12/29/2024,4,10,53,NYG,IND,0,0,0,,1,,0,TIMEOUT AT 10:53.,0,,,2024,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,100,OPP,0,,0,,0
